en,Simon_%26_Garfunkel,63,3714184,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_%26_Garfunkel_discography,9,236164,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_%26_Marcy,1,20266,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_%26_Schuster,11,411877,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_%26_Schuster_Macmillan,1,28316,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_%26_Simon,14,239310,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_%26_Simon_(season_2),2,21444,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_%26_Simon_(season_3),1,10527,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_%28game%29,1,0,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_%C5%A0pilak,3,41934,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_(TV_series),1,9923,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_(brother_of_Jesus),1,14932,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_(computer),1,9949,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_(disambiguation),2,18940,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_(game),4,147051,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_(given_name),5,67038,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_(novel),1,9662,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_(software),1,6597,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_A._Forward,1,8601,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_A._Levin,3,76202,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Abkarian,2,13176,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Adebisi,6,90858,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Ainge,1,81166,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Alexander_Fraser,2,22088,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Allford,1,23250,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Ambrose,1,14269,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Amstell,10,195051,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Andreassen,1,8507,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Andres_Jaimes_Velasquez,1,6625,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Andrews_(composer),1,33174,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Andrews_(motorcycle_racer),1,15641,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Angell,1,10048,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Aralov,1,10632,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Armitage,5,159096,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Armstrong,1,9950,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,"Simon_Arthur,_4th_Baron_Glenarthur",1,19310,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Aspelin,1,25737,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,"Simon_B._Buckner,_Jr",1,6615,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_B._Gray,1,8146,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_B._Kochen,4,34384,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Bainbridge,1,12777,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Baker,20,405635,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Bako_Lalong,2,17794,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Baldwin,1,8532,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Bar_Giora,1,13898,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Bar_Sinister,1,43035,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Barere,1,10448,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Barnett,1,9848,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Baron-Cohen,7,167466,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Barrett_(filmmaker),3,38423,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Bartram,1,10466,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Baruch,1,93560,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Bates,3,142691,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Bates_at_Breakfast,1,70446,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Baz,5,106462,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Beare,1,8297,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Beasley,3,115044,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Beaufoy,1,83076,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Bedford,1,11961,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Bellamy,6,76519,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Belmont,1,56626,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Birch,6,91839,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Bird,15,193803,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Birmingham,3,56262,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Bisley,1,17070,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Black_(English_footballer),1,46557,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Blackburn,7,142037,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Block,1,8613,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
en,Simon_Blumenfeld,1,9166,file:///home/rsg23/sfuhome/cmpt353/e10/pagecounts-1/pagecounts-20160802-010000.gz
