qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.03429055213928223,0.048795223236083984,0.04646754264831543,0.046575307846069336,0.04427742958068848,0.04871773719787598,0.02593088150024414
0.029007434844970703,0.04527854919433594,0.04469728469848633,0.04310297966003418,0.048906803131103516,0.050948381423950195,0.02096080780029297
0.02971482276916504,0.0523226261138916,0.042752742767333984,0.04595804214477539,0.0438084602355957,0.049231529235839844,0.021502256393432617
0.0295865535736084,0.043395042419433594,0.044428110122680664,0.04919910430908203,0.04764223098754883,0.05009770393371582,0.023975849151611328
0.034871816635131836,0.04953575134277344,0.04886460304260254,0.04299783706665039,0.04430961608886719,0.047447919845581055,0.019988059997558594
0.02896904945373535,0.04844474792480469,0.05499577522277832,0.054963111877441406,0.06055450439453125,0.06694960594177246,0.023941516876220703
0.030222654342651367,0.04219317436218262,0.048215627670288086,0.05245375633239746,0.05499696731567383,0.05907082557678223,0.022825956344604492
0.03731250762939453,0.06893610954284668,0.04465794563293457,0.04544878005981445,0.04685235023498535,0.05000138282775879,0.02000594139099121
0.030172109603881836,0.04486346244812012,0.04667472839355469,0.05328774452209473,0.04497838020324707,0.0525355339050293,0.02172231674194336
0.02914261817932129,0.04456353187561035,0.05434250831604004,0.05597996711730957,0.0486297607421875,0.056366682052612305,0.024033784866333008
0.031655073165893555,0.04395794868469238,0.043908119201660156,0.04621529579162598,0.05794477462768555,0.05391860008239746,0.024197816848754883
0.04388141632080078,0.04922080039978027,0.051773786544799805,0.04758620262145996,0.04755902290344238,0.05182027816772461,0.020534992218017578
0.028923511505126953,0.0495448112487793,0.048247575759887695,0.05090618133544922,0.05188870429992676,0.0594935417175293,0.024622678756713867
0.03467965126037598,0.04623270034790039,0.043933868408203125,0.046976327896118164,0.04886913299560547,0.06738996505737305,0.03686213493347168
0.039086341857910156,0.11785554885864258,0.07673192024230957,0.05441021919250488,0.07175731658935547,0.10846853256225586,0.06606197357177734
0.07717680931091309,0.0973508358001709,0.08695125579833984,0.04700493812561035,0.04853200912475586,0.056592464447021484,0.02298283576965332
0.03196454048156738,0.04962658882141113,0.053522348403930664,0.047620534896850586,0.046305179595947266,0.05365133285522461,0.023522615432739258
0.03190350532531738,0.04790616035461426,0.04232478141784668,0.0419621467590332,0.04400181770324707,0.04785728454589844,0.019948244094848633
0.028884172439575195,0.044817447662353516,0.04709792137145996,0.041670799255371094,0.04494905471801758,0.04976630210876465,0.020592212677001953
0.0295870304107666,0.047559499740600586,0.05029487609863281,0.04782605171203613,0.04787182807922363,0.05090641975402832,0.022002458572387695
0.02899479866027832,0.051726341247558594,0.043416738510131836,0.042015790939331055,0.0439755916595459,0.04781961441040039,0.021769285202026367
0.03096938133239746,0.0557711124420166,0.04402041435241699,0.04380440711975098,0.07083725929260254,0.059777259826660156,0.02818465232849121
0.03170275688171387,0.08220481872558594,0.08781290054321289,0.051025390625,0.06410574913024902,0.06832718849182129,0.030915021896362305
0.0438838005065918,0.09200549125671387,0.07901716232299805,0.04649949073791504,0.05239105224609375,0.06140542030334473,0.021512269973754883
0.03114938735961914,0.057801246643066406,0.059212446212768555,0.046025753021240234,0.04407167434692383,0.059549570083618164,0.024244070053100586
0.03352236747741699,0.04461026191711426,0.043881893157958984,0.04506707191467285,0.0471799373626709,0.04890918731689453,0.023273706436157227
0.030495643615722656,0.04516148567199707,0.056914567947387695,0.052056074142456055,0.0444791316986084,0.048993587493896484,0.02262401580810547
0.03744626045227051,0.052570343017578125,0.05009961128234863,0.05372262001037598,0.052951812744140625,0.05370044708251953,0.02037811279296875
0.03469681739807129,0.09293913841247559,0.052523136138916016,0.051886796951293945,0.0615239143371582,0.05313873291015625,0.021701335906982422
0.03074193000793457,0.04681563377380371,0.04804372787475586,0.04297041893005371,0.04866456985473633,0.052422285079956055,0.021939516067504883
0.03390932083129883,0.05150723457336426,0.04573202133178711,0.04959511756896973,0.04713606834411621,0.04926443099975586,0.023934602737426758
0.031751394271850586,0.046213626861572266,0.050076961517333984,0.04401707649230957,0.045853614807128906,0.05659842491149902,0.02274036407470703
0.030045032501220703,0.04961681365966797,0.049869537353515625,0.0530705451965332,0.062194108963012695,0.06680059432983398,0.02593398094177246
0.033663034439086914,0.055555105209350586,0.055828094482421875,0.04460573196411133,0.04855513572692871,0.05287909507751465,0.023336410522460938
0.03188824653625488,0.04586458206176758,0.04609346389770508,0.04634737968444824,0.045783281326293945,0.04889273643493652,0.018950700759887695
0.03111743927001953,0.05589175224304199,0.04490470886230469,0.04937410354614258,0.04575610160827637,0.060974836349487305,0.026505231857299805
0.03444623947143555,0.04584956169128418,0.047043561935424805,0.04515409469604492,0.045900821685791016,0.059339284896850586,0.023983001708984375
0.029222488403320312,0.04962348937988281,0.04795122146606445,0.04191231727600098,0.047833919525146484,0.13277459144592285,0.026516199111938477
0.03388237953186035,0.06101036071777344,0.05385231971740723,0.05450010299682617,0.045777320861816406,0.05192923545837402,0.02057194709777832
0.031177043914794922,0.04687356948852539,0.0420682430267334,0.04110574722290039,0.04564929008483887,0.06362152099609375,0.024343490600585938
0.032253265380859375,0.048247337341308594,0.05188345909118652,0.04535388946533203,0.050805091857910156,0.0618901252746582,0.020946741104125977
0.026964426040649414,0.044025421142578125,0.04199528694152832,0.044133901596069336,0.049584150314331055,0.071807861328125,0.021941423416137695
0.029920578002929688,0.04392361640930176,0.04587435722351074,0.0469050407409668,0.04900383949279785,0.05039477348327637,0.025016069412231445
0.03162217140197754,0.05095267295837402,0.049215078353881836,0.04685378074645996,0.04653000831604004,0.05056643486022949,0.020956754684448242
0.03092050552368164,0.04598093032836914,0.04691934585571289,0.043175458908081055,0.04596400260925293,0.048873186111450195,0.021251678466796875
0.029894351959228516,0.048281192779541016,0.04606819152832031,0.04729509353637695,0.04393935203552246,0.05093240737915039,0.024852752685546875
0.03168058395385742,0.04591560363769531,0.04493570327758789,0.04370927810668945,0.05038762092590332,0.0648348331451416,0.025946855545043945
0.03368997573852539,0.04656815528869629,0.04387307167053223,0.04358172416687012,0.04532885551452637,0.05330848693847656,0.021962404251098633
0.030617237091064453,0.04642367362976074,0.046869516372680664,0.05308055877685547,0.0468897819519043,0.04927492141723633,0.019946575164794922
0.027925968170166016,0.04586005210876465,0.05493640899658203,0.0455935001373291,0.05852389335632324,0.05097198486328125,0.020956039428710938
0.035108089447021484,0.04593324661254883,0.04470944404602051,0.04590749740600586,0.044387102127075195,0.04977226257324219,0.02249431610107422
0.029628515243530273,0.04468178749084473,0.0450587272644043,0.046373605728149414,0.04340982437133789,0.05980062484741211,0.02094292640686035
0.029920101165771484,0.04987835884094238,0.05485796928405762,0.053176164627075195,0.04288482666015625,0.046875,0.0210268497467041
0.02800893783569336,0.044036865234375,0.04376029968261719,0.04402017593383789,0.05053067207336426,0.06383299827575684,0.024939537048339844
0.03391432762145996,0.04987907409667969,0.04488682746887207,0.052510976791381836,0.04391121864318848,0.04693603515625,0.02205181121826172
0.03165698051452637,0.04516148567199707,0.04282236099243164,0.04688549041748047,0.05401325225830078,0.04945230484008789,0.022970914840698242
0.030957460403442383,0.04564261436462402,0.04459524154663086,0.04789137840270996,0.046739816665649414,0.05019807815551758,0.026968002319335938
0.03098320960998535,0.04585552215576172,0.045836448669433594,0.0468745231628418,0.0497136116027832,0.04992532730102539,0.022943496704101562
0.028961896896362305,0.04370403289794922,0.04584312438964844,0.04162311553955078,0.04787921905517578,0.048415184020996094,0.020682334899902344
0.03282022476196289,0.04294395446777344,0.04572010040283203,0.044344425201416016,0.04192090034484863,0.04700589179992676,0.02094554901123047
0.031923770904541016,0.04668164253234863,0.04891777038574219,0.05100297927856445,0.05054593086242676,0.051851511001586914,0.024565935134887695
0.0355830192565918,0.0429074764251709,0.04472160339355469,0.04472470283508301,0.0440521240234375,0.04880499839782715,0.020088911056518555
0.030756473541259766,0.04309797286987305,0.04476761817932129,0.04435086250305176,0.045833587646484375,0.04857063293457031,0.02024245262145996
0.03091883659362793,0.04658937454223633,0.04551959037780762,0.04405617713928223,0.04201769828796387,0.04693937301635742,0.022942066192626953
0.03444862365722656,0.054883718490600586,0.04388093948364258,0.041887760162353516,0.045406341552734375,0.05657386779785156,0.02094435691833496
0.030187129974365234,0.04203224182128906,0.045899391174316406,0.04289102554321289,0.045320749282836914,0.05080914497375488,0.02094411849975586
0.030043840408325195,0.045300960540771484,0.04716753959655762,0.05113863945007324,0.0449223518371582,0.04921603202819824,0.021243810653686523
0.03191423416137695,0.048895835876464844,0.04706549644470215,0.05183672904968262,0.0445399284362793,0.04973340034484863,0.019647836685180664
0.030148029327392578,0.042002201080322266,0.04320478439331055,0.04296159744262695,0.042925357818603516,0.047065019607543945,0.020822763442993164
0.03200531005859375,0.04838705062866211,0.045063018798828125,0.06695032119750977,0.05891990661621094,0.06787467002868652,0.026078462600708008
0.030910968780517578,0.054583072662353516,0.059545040130615234,0.05286145210266113,0.05065512657165527,0.061860084533691406,0.025940895080566406
0.031043291091918945,0.044524192810058594,0.04719066619873047,0.05485200881958008,0.04623246192932129,0.04867243766784668,0.021572589874267578
0.03016209602355957,0.044728994369506836,0.04453849792480469,0.04604291915893555,0.0456695556640625,0.04965329170227051,0.021138668060302734
0.033650875091552734,0.049892425537109375,0.042938232421875,0.04412436485290527,0.04500746726989746,0.04801297187805176,0.020880699157714844
0.03391075134277344,0.04567408561706543,0.04532980918884277,0.04376387596130371,0.04435539245605469,0.04799818992614746,0.02165961265563965
0.029600858688354492,0.041355133056640625,0.044328927993774414,0.04214620590209961,0.04595232009887695,0.0600588321685791,0.03187298774719238
0.03004622459411621,0.04963827133178711,0.04784989356994629,0.05466032028198242,0.050902366638183594,0.051779985427856445,0.020090103149414062
0.03456401824951172,0.056527137756347656,0.04700779914855957,0.049072980880737305,0.04889631271362305,0.049904823303222656,0.02090907096862793
0.03195643424987793,0.053224802017211914,0.05642890930175781,0.05148196220397949,0.04552721977233887,0.04808473587036133,0.019963741302490234
